;CLASE;CELULA;AREA;PERIMETRO;CIRCULARIDAD;RADIO;EJE1;EJE2;RELACION;EXTENSION;SOLIDEZ;DIAMEQUI;BRILLO;EXCENTRICIDAD;RELACIONFERET;CORRELACION;CONTRASTE;DISIMILITUD;HOMOGENEIDAD;ASM;ENERGIA;ENTROPIA;CORRELACION2;CONTRASTE2;DISIMILITUD2;HOMOGENEIDAD2;ASM2;ENERGIA2;ENTROPIA2;CORRELACION3;CONTRASTE3;DISIMILITUD3;HOMOGENEIDAD3;ASM3;ENERGIA3;ENTROPIA3
0;1;normalSup1.jpg;284.5;62.52691125869751;0.9144462502599696;9.51625780542375;17.26267650163207;22.13594362117865;1.2222222222222223;0.7184343434343434;0.9930191972076788;19.0325156108475;1.739935302734375;1.3388601736372108;1.2823007845327954;0.3694238167367842;224.4986758474577;2.3314353813559325;0.9682767577946416;0.9360525322453592;0.9674980786778644;-436071.2536104366;-0.014945177058447;418.8731808731808;4.372988372988372;0.9520352810177508;0.906409009242612;0.95205515031568;-366165.5788205588;-0.0261870568467182;472.23297460180805;4.909341368919501;0.946283438986118;0.8955013454516952;0.9463093286297536;-322365.7978104439
1;1;normalSup57.jpg;151.0;46.28427052497864;0.8857679554353588;6.93287767191607;13.45362404707371;15.132745950421556;0.9375;0.6291666666666667;0.9741935483870968;13.86575534383214;0.8077970581054688;1.3937278364790828;1.1248081481593857;0.1827589354448386;111.42094809322032;1.4375;0.9797490825745414;0.9595146979178824;0.9795482111248442;-441561.2677762169;-0.0131178076916472;160.34742434742432;2.0377300377300376;0.9736705554226476;0.948050128538309;0.9736786577399696;-372638.5322359856;-0.0146900865488958;179.28816185966423;2.278433060697374;0.9705604393692574;0.9420085024467558;0.9705712248190526;-328768.2499476852
2;1;normalSup56.jpg;155.0;48.28427076339722;0.835468747653266;7.024103669400641;12.16552506059644;18.110770276274835;0.6842105263157895;0.6275303643724697;0.9717868338557992;14.048207338801282;0.7395228881835937;1.2967557273121424;1.4886961463697743;0.1359440595882547;96.28522245762711;1.4173728813559323;0.9781481096246416;0.9566683419919908;0.9780942398317204;-441418.37076247856;-0.0134614530844832;131.0960190960191;1.866173866173866;0.972901929366986;0.9465540846922228;0.9729101113115348;-372592.9442445434;-0.0150755336161517;146.58148945329316;2.086612139474817;0.9697010208083556;0.9403415470035276;0.9697120949042184;-328725.9772563312
3;1;normalSup55.jpg;116.0;40.627416133880615;0.8831397816286097;6.076507779746499;10.770329614269007;14.560219778561036;0.8;0.6444444444444445;0.9830508474576272;12.153015559492998;0.5868786010742189;1.31135842067314;1.3518824678560457;0.0764004621306252;87.71186440677967;1.1898834745762714;0.9828794697440242;0.9658757609493668;0.982789784719686;-442702.24571506673;-0.0099414144232152;111.39077539077536;1.4808654808654809;0.9793684620623766;0.9591641442723297;0.9793692583864012;-373982.20355350105;-0.0111287939424262;124.54860094705124;1.6557899268187688;0.9769314004997056;0.9543980954459964;0.976933004584243;-330087.47405106266
4;1;normalSup54.jpg;22.0;17.313708305358887;0.9222578319518916;2.6462837142006137;5.0;6.082762530298219;0.8571428571428571;0.5238095238095238;1.0;5.292567428401227;0.1120698852539062;1.3660254043766729;1.2165525060596438;-0.0019874310765634;14.850503177966102;0.2427171610169491;0.9960286106572466;0.992072004862333;0.9960281144939298;-447968.9082210903;-0.0023121496187936;17.271271271271274;0.2822822822822822;0.9953812378045008;0.9907828767457628;0.995380769728732;-379323.2376344503;-0.0025859742148795;19.31140766250538;0.31562634524322;0.9948356552188592;0.989697144114082;0.9948352346565144;-335360.5902033635
5;1;normalSup53.jpg;78.5;33.21320307254791;0.8942480443215793;4.998732445873411;9.219544457292889;11.40175425099138;0.9166666666666666;0.5946969696969697;0.98125;9.99746489174682;0.6332977294921874;1.3672410639128616;1.2366938848016846;0.0342555804914704;167.21226165254237;1.3309057203389831;0.9878857231943508;0.9759171926163628;0.9878852122672768;-444410.3432923807;-0.0063492233169816;202.46569646569645;1.5983675983675985;0.985679826053781;0.9715644235548756;0.9856796759368004;-375757.4866353689;-0.0071045416991103;226.38157554885925;1.7871717606543265;0.9839882824761474;0.9682330562128436;0.9839883415025016;-331835.8423442508
6;1;normalSup52.jpg;234.0;59.94112503528595;0.8184194491241279;8.63044108762739;14.866068747318506;22.20360331117452;0.6956521739130435;0.6358695652173914;0.9590163934426228;17.26088217525478;1.8566795043945312;1.2884482740284604;1.4935759876113537;0.2049296475027303;383.1140095338984;3.219014830508474;0.9698234248674266;0.940025325206394;0.9695490318732696;-436975.7710808959;-0.0196305631405055;569.8429198429199;4.684222684222684;0.959963506314807;0.9215429276259336;0.959970274344958;-367675.9088300802;-0.0220004014840121;637.1545415411106;5.237537666810159;0.9552342709005938;0.912489694382978;0.9552432645054232;-323865.0585396303
7;1;normalSup58.jpg;195.0;52.284270882606506;0.8964010638473809;7.878478774854901;14.142135623730953;18.43908891458577;1.2666666666666666;0.6842105263157895;0.9848484848484848;15.7569575497098;1.1883894042968748;1.34415805061246;1.3038404810405295;0.3169663434423356;156.1313559322034;1.754237288135593;0.9765936755445772;0.9526496236264724;0.976037716293009;-439908.7296131036;-0.0169454887085358;269.7109417109417;2.9980749980749977;0.9664322611183712;0.934013868871804;0.966443929502278;-370562.119047709;-0.0189851443370619;301.5700387430047;3.3522169608265173;0.9624671351824616;0.9263723171808094;0.96248237240004;-326723.11086396134
8;1;normalSup51.jpg;128.0;42.6274163722992;0.8852008281297052;6.383076486422923;12.0;14.560219778561036;0.8666666666666667;0.6564102564102564;0.973384030418251;12.766152972845846;0.7396500854492187;1.3476300295481418;1.2133516482134197;0.0907537570522896;126.79819915254237;1.4506091101694916;0.9817142479849;0.9635363685369012;0.9815988837284306;-442298.2510572233;-0.0107632677630357;163.68522368522366;1.867097867097867;0.9773657576777696;0.955251648637342;0.977369760447571;-373537.6953359598;-0.012049978727941;183.02023245802843;2.0876452862677577;0.9746921304314412;0.9500355297091782;0.9746976606667208;-329651.53818334994
9;1;normalSup5.jpg;36.0;22.14213514328003;0.9227273012730782;3.385137501286538;6.4031242374328485;7.280109889280518;1.0;0.5625;1.0;6.770275002573076;0.2092902221679687;1.4102492190658895;1.136962148371382;-0.0030489946521652;33.891684322033896;0.4539194915254237;0.993910001133446;0.9878567391789808;0.9939098244705004;-447123.3263443303;-0.0035477720110275;39.41633941633941;0.5279125279125279;0.992917275515482;0.9858846591733323;0.9929172468908636;-378491.67510945257;-0.0039685089966588;44.07232027550581;0.5902712010331468;0.9920806420249304;0.9842242680162756;0.99208077696137;-334539.4009671904
10;1;normalSup49.jpg;67.5;30.38477575778961;0.9187589139786472;4.635290424278275;8.48528137423857;10.198039027185567;1.1;0.6136363636363636;0.9926470588235294;9.27058084855655;0.3316207885742188;1.3950408188982188;1.2018504251546631;0.0219452931477388;47.75463453389831;0.7016684322033898;0.98942289421611;0.9789314346729904;0.9894096394684008;-445484.3684849407;-0.006171511948154;57.08631708631709;0.8368368368368369;0.9875288596920704;0.9752154141928528;0.9875299560989798;-376849.8987941414;-0.0069055443035169;63.82953077916488;0.9356866121394748;0.9860557297306;0.9723093680907896;0.9860574872140008;-332920.4115333696
11;1;normalSup48.jpg;52.5;27.213202953338623;0.8908607935702574;4.087941905733129;7.071067811865476;9.219544457292889;1.0;0.525;1.0;8.175883811466258;0.2769384155273438;1.3859927150836775;1.3038404810405295;-0.0042073509455856;43.11030190677966;0.6010328389830508;0.9915271490236648;0.9831266285393028;0.9915274219805033;-446284.18190827256;-0.0048965459328901;50.13767613767614;0.699006699006699;0.990145996677711;0.9803904810449816;0.9901466967298238;-377668.3410747496;-0.0054781097120761;56.06009470512269;0.7815755488592337;0.9889820110937094;0.9780876814590066;0.988983155295886;-333727.7694998659
12;1;normalSup47.jpg;51.5;27.213202834129333;0.8738920242061585;4.048821944524756;7.211102550927978;9.219544457292889;1.0;0.515;0.9903846153846154;8.097643889049511;0.2483797607421874;1.322559215371894;1.2785207798918972;-0.0041659559625297;35.02184851694915;0.5390625;0.9916598623781634;0.98338976703612;0.991660106607158;-446379.3336028295;-0.0048483374096917;40.73073073073073;0.626934626934627;0.9903003435250468;0.9806961927544048;0.9903010616748852;-377762.6133371932;-0.0054241445466581;45.5419715884632;0.7009900990099011;0.9891545898716988;0.9784292025189716;0.9891558029547072;-333821.3907103544
13;1;normalSup46.jpg;531.5;105.15432703495026;0.6040304550854299;13.006986757381002;27.018512172212592;34.48187929913333;1.2142857142857142;0.5582983193277311;0.8443208895949166;26.013973514762004;4.121143981933593;1.3337590579246317;1.276231610362191;0.4950469635476762;519.9028072033898;4.577992584745762;0.9451304539418828;0.8901365653292541;0.9434704899090666;-426327.52046239976;0.0528807186997754;1126.9443289443288;9.455301455301456;0.9156645284864536;0.8380324576520771;0.9154411273544996;-355692.61220679485;-0.0510686444706739;1390.854584588894;11.625656478691347;0.9006539407387636;0.8113349871736879;0.9007413542042398;-311623.2090267385
14;1;normalSup45.jpg;75.0;32.62741661071777;0.8853311616504442;4.886025119029199;8.48528137423857;11.04536101718726;1.0909090909090908;0.5681818181818182;0.986842105263158;9.772050238058398;0.33371435546875;1.3993986582452111;1.301708279317776;0.0416152099757256;42.76867055084746;0.6923993644067797;0.9885183330493282;0.9770993674085662;0.988483367289792;-445189.2468487602;-0.0068327938438867;52.20482020482021;0.8417648417648419;0.986297703675145;0.9727857051334378;0.9862989937810124;-376533.4174607028;-0.0076460759795168;58.37141627206199;0.941196728368489;0.9846791457278612;0.9695971835668284;0.984681259884044;-332609.157117666
15;1;normalSup50.jpg;51.0;26.14213514328003;0.937773442021778;4.029119531035698;7.810249675906654;8.54400374531753;1.0;0.6296296296296297;1.0;8.058239062071396;0.2914547729492187;1.40964161948902;1.0939475816854345;-0.0038897196665531;51.56779661016949;0.6321504237288135;0.9916594989149228;0.983387768182971;0.9916590987748618;-446172.0952670218;-0.0045266497810594;59.97381997381998;0.7351967351967351;0.9902999208139672;0.9806934891249977;0.9902996966196635;-377555.3750013855;-0.0050640595238792;67.05811450710289;0.8220404649160569;0.9891541172286696;0.9784258224433686;0.9891540943874056;-333614.1523745467
16;1;normalSup59.jpg;44.0;24.97056221961975;0.8867596004792551;3.742410318509555;7.071067811865476;8.246211251235321;1.0;0.5432098765432098;0.9777777777777776;7.48482063701911;0.246321044921875;1.3873351414973656;1.16619037896906;-0.0034724909878091;41.247484110169495;0.5342955508474575;0.9927186553616072;0.9854891414582064;0.992718057384979;-446543.3816558069;-0.0040408261382343;47.97120197120197;0.6213906213906214;0.9915317294665216;0.9831341312822794;0.9915312054001524;-377919.63049643306;-0.0045202987218437;53.63770985794232;0.69479121825226;0.9905314309583916;0.981151675518672;0.9905310068436384;-333973.2033090073
17;1;normalSup6.jpg;95.0;36.6274163722992;0.8898583877328948;5.499039842323396;9.848857801796104;13.341664064126334;0.7857142857142857;0.6168831168831169;0.9895833333333334;10.998079684646791;0.5203076782226562;1.304054544255103;1.354640744401169;0.0308255372264818;84.19412076271186;1.096530720338983;0.9855035204710234;0.9712195545734602;0.9855047207261162;-444104.8165146193;-0.0085399962554632;101.77392777392777;1.3128513128513128;0.9829089418641916;0.9661155193610724;0.982911755632759;-375468.4686121849;-0.009558409475455;113.79578131726215;1.4679294016358155;0.9808900928101814;0.9621530710970366;0.9808940162408152;-331558.6180183763
18;1;normalSup60.jpg;80.5;33.21320283412933;0.9170314471515114;5.062010059037334;9.219544457292889;11.40175425099138;1.0909090909090908;0.6098484848484849;0.9938271604938272;10.124020118074668;0.4309742431640624;1.3583757251294075;1.2366938848016846;0.0755137697539661;65.5447563559322;0.8678495762711864;0.9878919543269776;0.975920151445038;0.9878867098230636;-444787.5359430518;-0.007177294504857;82.96404096404098;1.0873950873950875;0.9853727661316146;0.9709619173698636;0.9853739987283324;-376076.25306274206;-0.0080319083881943;92.76401205337928;1.2158415841584158;0.9836449516789738;0.9675611624124476;0.9836468687554736;-332155.9174468482
19;1;normalSup74.jpg;162.0;46.6274163722992;0.9363585380307292;7.1809610472257885;14.0;15.231546211727816;1.0;0.72;0.9938650306748468;14.361922094451575;0.433273193359375;1.3966276551261667;1.0879675865519869;0.2340563056677251;29.284030720338983;0.7451006355932204;0.9787704474744804;0.9574369733547968;0.978487083897788;-440959.5151431886;-0.0134840729886664;44.97944097944098;1.094017094017094;0.9718394403838722;0.9444482775506108;0.9718272879224016;-371875.9455185128;-0.0151009061476191;50.29255273353423;1.2232458028411537;0.96851302731514;0.9379936249253892;0.9685007098218302;-328013.6246249338
